Player,avg_gi,avg_missed_points,avg_acpl,total_game_count,Points,gi_median,missed_points_median,Elo,TPR,total_moves,White_games,Black_games,acpl_median,gi_std,missed_points_std,acpl_std,avg_gi_raw,avg_missed_points_white,avg_missed_points_black,avg_gi_white,avg_gi_black,white_result_sum,black_result_sum,total_missed_points_sum,gi_var,missed_points_var,acpl_var
Haik M. Martirosyan,149.5,0.72,51.1,16.0,12.5,157.9,0.57,2687,2559,668,8,8,17.5,16.46,0.56,74.2,-0.44,0.58,0.86,152.7,146.2,6.0,6.5,11.51,270.81,0.32,5506.0
Ilia Smirin,149.3,0.7,202.2,5.0,4.0,157.6,0.81,2504,2422,187,3,2,270.11,18.17,0.52,175.68,-0.45,0.88,0.42,143.6,157.8,2.0,2.0,3.49,330.13,0.27,30863.49
Khagan Ahmad,149.2,0.69,40.2,12.0,9.0,158.0,0.46,2290,2550,544,6,6,19.72,12.67,0.77,77.35,-0.45,0.72,0.66,146.6,151.8,4.0,5.0,8.27,160.63,0.59,5982.62
Vincent Keymer,148.5,0.85,45.94,7.0,3.5,147.9,1.04,2585,2729,364,3,4,13.4,16.71,0.67,88.79,-0.49,1.22,0.57,137.7,156.6,1.0,2.5,5.95,279.37,0.44,7884.45
Volodar Murzin,148.5,0.94,14.35,15.0,11.5,156.5,0.91,2657,2652,792,7,8,11.75,14.22,0.63,8.71,-0.49,0.81,1.05,150.8,146.5,5.5,6.0,14.1,202.18,0.4,75.84
Ergali Suleimen,148.4,0.76,287.47,2.0,1.0,148.4,0.76,2287,2372,82,1,1,287.47,10.96,0.4,369.62,-0.5,1.05,0.48,156.1,140.6,1.0,0.0,1.53,120.12,0.16,136618.1
David Navara,148.2,0.83,62.04,15.0,12.0,157.9,0.74,2636,2650,633,7,8,12.75,16.84,0.73,108.65,-0.5,1.21,0.5,140.2,155.3,5.5,6.5,12.5,283.65,0.53,11804.05
Maxime Vachier-Lagrave,147.8,0.94,33.63,13.0,11.5,157.8,0.7,2766,2716,599,5,8,14.26,21.61,0.87,61.79,-0.53,0.89,0.96,148.6,147.2,4.5,7.0,12.17,466.98,0.76,3818.21
Shamsiddin Vokhidov,146.3,0.76,55.62,6.0,3.0,158.0,0.7,2581,2520,280,3,3,19.42,21.39,0.73,99.7,-0.61,0.81,0.72,150.7,142.0,2.0,1.0,4.58,457.43,0.53,9940.01
Pavel Eljanov,146.1,0.95,42.83,15.0,13.5,157.7,0.62,2605,2727,772,6,9,17.21,25.69,0.97,68.62,-0.62,0.98,0.93,145.4,146.6,6.0,7.5,14.31,660.08,0.94,4708.3
Sava Stoisavljevic,146.0,0.37,19.95,1.0,0.0,146.0,0.37,2013,2326,38,1,0,19.95,0.0,0.0,0.0,-0.62,0.37,,146.0,,0.0,0.0,0.37,0.0,0.0,0.0
