Player,avg_gi,avg_gpl,avg_acpl,total_game_count,Points,gi_median,gpl_median,Elo,TPR,total_moves,White_games,Black_games,acpl_median,gi_std,gpl_std,acpl_std,avg_gi_raw,avg_gpl_white,avg_gpl_black,avg_gi_white,avg_gi_black,white_result_sum,black_result_sum,total_gpl_sum,gi_var,gi_raw_median,gi_raw_var,gi_raw_std,gpl_var,acpl_var
Nikita Vitiugov,157.24,0.3,5.92,8.0,3.5,158.7,0.13,2676.0,2558.0,373.0,4.0,4.0,4.43,6.71,0.33,6.54,-0.02,0.4,0.2,159.0,155.48,2.5,1.0,2.38,45.03,0.06,0.13,0.36,0.11,42.79
Shakhriyar Mamedyarov,157.07,0.58,9.37,8.0,6.0,157.75,0.55,2733.0,2673.0,376.0,6.0,2.0,7.74,4.28,0.46,5.62,-0.02,0.66,0.37,156.87,157.7,5.0,1.0,4.68,18.29,0.02,0.05,0.23,0.21,31.57
Gawain C B Jones,155.94,0.5,6.01,8.0,5.0,158.45,0.44,2646.0,2594.0,429.0,4.0,4.0,6.95,7.09,0.31,2.95,-0.09,0.28,0.72,159.0,152.88,2.0,3.0,4.0,50.29,0.04,0.15,0.38,0.1,8.69
Etienne Bacrot,155.85,0.28,11.27,8.0,4.5,160.95,0.13,2665.0,2574.0,403.0,5.0,3.0,4.21,15.89,0.43,17.2,-0.09,0.17,0.46,161.26,146.83,3.5,1.0,2.24,252.59,0.18,0.73,0.86,0.19,295.78
Vladimir Fedoseev,154.26,0.51,12.54,8.0,5.0,160.1,0.51,2692.0,2712.0,351.0,5.0,3.0,12.62,15.85,0.42,7.43,-0.18,0.58,0.4,149.38,162.4,2.0,3.0,4.09,251.09,0.14,0.73,0.85,0.17,55.15
Gabriel Sargissian,153.7,0.48,9.0,8.0,4.0,159.5,0.4,2646.0,2585.0,372.0,3.0,5.0,8.08,11.86,0.46,6.83,-0.21,0.61,0.4,159.2,150.4,2.5,1.5,3.83,140.57,0.11,0.41,0.64,0.22,46.7
Volodymyr Onyshchuk,153.56,0.44,32.22,8.0,5.0,159.5,0.28,2610.0,2575.0,377.0,3.0,5.0,7.44,14.85,0.49,72.46,-0.22,0.78,0.24,146.17,158.0,2.0,3.0,3.56,220.66,0.11,0.64,0.8,0.24,5250.56
Liren Ding,153.44,0.54,9.01,8.0,3.5,160.85,0.21,2736.0,2663.0,320.0,5.0,3.0,6.02,13.29,0.56,6.01,-0.22,0.53,0.56,152.58,154.87,2.0,1.5,4.33,176.74,0.18,0.51,0.71,0.32,36.17
Luke J McShane,152.93,0.44,10.15,8.0,4.0,158.3,0.26,2611.0,2462.0,324.0,4.0,4.0,7.5,10.82,0.5,9.07,-0.25,0.3,0.59,156.48,149.38,2.0,2.0,3.53,117.08,0.04,0.34,0.58,0.25,82.34
Magnus Carlsen,152.65,0.68,10.18,8.0,6.0,160.65,0.5,2832.0,2808.0,390.0,4.0,4.0,7.5,19.15,0.78,8.71,-0.27,0.96,0.42,143.5,161.8,2.5,3.5,5.48,366.88,0.16,1.07,1.03,0.61,75.78
Robert Hovhannisyan,152.54,0.53,29.23,8.0,4.5,155.4,0.57,2619.0,2530.0,351.0,5.0,3.0,15.98,10.58,0.5,36.11,-0.27,0.63,0.36,148.86,158.67,2.5,2.0,4.24,111.92,-0.12,0.33,0.57,0.25,1303.87
Kacper Piorun,150.88,0.65,11.88,8.0,5.0,154.9,0.78,2599.0,2602.0,371.0,4.0,4.0,12.82,12.95,0.46,5.01,-0.36,0.92,0.37,145.12,156.62,2.0,3.0,5.19,167.79,-0.14,0.49,0.7,0.21,25.08
Szymon Gumularz,150.88,0.52,19.01,8.0,5.0,158.45,0.45,2571.0,2554.0,347.0,4.0,4.0,6.84,14.42,0.56,34.74,-0.36,0.48,0.55,150.1,151.65,3.0,2.0,4.13,207.81,0.04,0.61,0.78,0.31,1206.95
