Player,avg_gi,avg_gpl,avg_acpl,total_game_count,Points,gi_median,gpl_median,Elo,TPR,total_moves,White_games,Black_games,acpl_median,gi_std,gpl_std,acpl_std,avg_gi_raw,avg_gpl_white,avg_gpl_black,avg_gi_white,avg_gi_black,white_result_sum,black_result_sum,total_gpl_sum,gi_var,gi_raw_median,gi_raw_var,gi_raw_std,gpl_var,acpl_var
Carissa Yip,153.34,0.7,24.44,11,10,158.4,0.63,2386,2651,466,5,6,15.05,8.76,0.52,35.97,-0.23,0.84,0.58,150.46,155.73,4.5,5.5,7.68,76.74,0.04,0.22,0.47,0.27,1293.51
Divya Deshmukh,153.19,0.45,34.37,11,9.5,158.5,0.21,2483,2620,459,7,4,8.43,18.96,0.78,52.87,-0.24,0.63,0.14,149.93,158.9,6,3.5,4.97,359.45,0.05,1.04,1.02,0.61,2795.5
Sabrina Vega Gutierrez,150.25,0.62,59.7,11,9.5,157.9,0.42,2374,2517,504,4,7,11.33,22.32,0.69,89,-0.39,0.33,0.78,158.6,145.49,4,5.5,6.78,497.97,0.02,1.45,1.21,0.47,7920.41
Lilit Mkrtchian,147.43,0.66,12.87,11,8,157.7,0.52,2366,2503,420,5,6,9.03,18.31,0.55,9.15,-0.55,0.27,0.98,157.96,138.65,4.5,3.5,7.26,335.25,0.01,0.97,0.99,0.3,83.74
Machteld Van Foreest,145.72,0.76,121.36,11,8,157.6,0.73,2224,2322,473,6,5,24.59,20.81,0.59,133.88,-0.64,0.87,0.62,140.47,152.02,4,4,8.32,432.93,0,1.26,1.12,0.35,17923.07
Anastasia Avramidou,139.36,0.91,66.13,11,8,157.8,0.53,2290,2288,572,5,6,15.37,29.45,0.89,97.52,-0.98,1.02,0.81,139.3,139.42,4,4,9.98,867.1,0.01,2.52,1.59,0.8,9509.33
Mariam Mkrtchyan,135.69,1,70.8,11,5.5,140.5,1.01,2328,2309,603,6,5,17.46,24,0.87,104.48,-1.18,1.03,0.95,134.2,137.48,3,2.5,10.96,576.07,-0.92,1.67,1.29,0.76,10915.69
Marina Brunello,132.94,1.11,17.4,11,6,124.7,1.15,2348,2287,485,6,5,14.84,20.83,0.57,10.34,-1.33,0.96,1.29,140.3,124.1,4.5,1.5,12.2,433.92,-1.77,1.26,1.12,0.32,106.85
Zhaoqin Peng,154.89,0.39,19.43,10,7,157.9,0.26,2349,2333,413,5,5,10.26,8.85,0.42,34.33,-0.14,0.37,0.41,156.88,152.9,4,3,3.9,78.32,0.02,0.23,0.48,0.18,1178.26
Nana Dzagnidze,153.42,0.57,7.38,10,7,157.35,0.64,2508,2539,551,5,5,7.16,7.21,0.48,6.79,-0.22,0.76,0.38,149.76,157.08,3,4,5.67,51.92,-0.02,0.15,0.39,0.23,46.09
Elisabeth Paehtz,153.22,0.63,22.65,10,7.5,157.8,0.46,2455,2475,368,5,5,8.61,7.71,0.52,43.68,-0.24,0.7,0.56,150.1,156.34,3.5,4,6.31,59.4,0.01,0.17,0.42,0.27,1907.77
Bach_Ngoc_Thuy Duong,152.55,0.65,14.42,10,7.5,157.65,0.64,2214,2287,360,5,5,15.98,10.45,0.39,5.71,-0.27,0.65,0.66,153,152.1,4,3.5,6.54,109.21,0,0.31,0.56,0.15,32.65
Govhar Beydullayeva,152.55,0.52,10.59,10,7.5,157.8,0.53,2395,2415,433,5,5,8.64,10.36,0.5,5.9,-0.27,0.65,0.4,151.4,153.7,3.5,4,5.24,107.39,0.01,0.31,0.56,0.25,34.76
Mariia Manko,151.91,0.45,70.45,10,8,157.7,0.32,2159,2286,388,6,4,13.39,11.62,0.49,180.13,-0.31,0.5,0.38,156.8,144.57,6,2,4.54,134.95,0,0.39,0.63,0.24,32446.15
Jovanka Houska,151.02,0.68,56.95,10,8,157.75,0.57,2333,2408,397,5,5,8.9,11.56,0.5,146.83,-0.35,0.6,0.75,152.34,149.7,4,4,6.77,133.65,0.01,0.39,0.62,0.25,21559.53
Rameshbabu Vaishali,149.93,0.58,44.86,10,6,157.8,0.58,2498,2384,434,3,7,9.51,14.99,0.41,93.88,-0.41,0.78,0.5,144.17,152.4,2,4,5.82,224.7,0.01,0.65,0.81,0.17,8813.5
Lan Yao,148.27,0.61,36.89,10,6.5,157.8,0.58,2353,2364,481,5,5,8.98,15.45,0.51,88.67,-0.5,0.71,0.5,143.6,152.94,3,3.5,6.07,238.61,0.02,0.69,0.83,0.26,7861.53
Turmunkh Munkhzul,147.72,0.58,9.97,10,5.5,158.2,0.38,2256,2426,453,5,5,7.67,19.07,0.58,6.41,-0.53,0.63,0.53,150.36,145.08,4,1.5,5.8,363.66,0.03,1.06,1.03,0.33,41.03
Alexandra Kosteniuk,147.17,0.69,12.86,10,7.5,155.65,0.71,2483,2417,461,5,5,8.37,17.85,0.67,13.11,-0.56,0.48,0.9,146.14,148.2,3.5,4,6.88,318.73,-0.1,0.93,0.96,0.45,171.94
Betul Cemre Yildiz Kadioglu,147.15,0.63,40.99,10,5,152.95,0.58,2314,2198,376,6,4,19.95,12.79,0.46,62.57,-0.56,0.46,0.87,152.87,138.57,3,2,6.27,163.69,-0.25,0.48,0.69,0.21,3915.38
Gulenay Aydin,146.89,0.68,57.72,10,7.5,157.65,0.61,2202,2285,452,6,4,12.1,17.66,0.62,109.32,-0.57,0.54,0.9,150.85,140.95,5,2.5,6.84,311.98,0,0.9,0.95,0.39,11949.81
Ulviyya Fataliyeva,146.5,0.53,45.97,10,6.5,158.1,0.34,2378,2401,468,5,5,13.53,16.94,0.52,81.04,-0.6,0.36,0.7,153.74,139.26,4,2.5,5.33,286.98,0.03,0.83,0.91,0.27,6567.38
Anna M. Sargsyan,146.47,0.53,16.18,10,8,157.9,0.2,2364,2447,382,4,6,17.5,22.67,0.8,7.33,-0.6,0.67,0.44,142.98,148.8,3.5,4.5,5.35,513.84,0.02,1.49,1.22,0.63,53.77
Nurgyul Salimova,146.24,0.64,-3.28,10,6.5,157.7,0.34,2412,2318,574,5,5,8.02,22.59,0.77,39.35,-0.61,0.49,0.79,151.36,141.12,3.5,3,6.39,510.37,0.01,1.48,1.22,0.59,1548.25
Monika Socko,145.46,0.8,10.54,10,6.5,158.2,0.42,2422,2454,445,4,6,6.22,34.56,1.16,9.35,-0.65,0.27,1.15,158.55,136.73,2.5,4,7.98,1194.56,0.04,3.46,1.86,1.35,87.43
Alice Lee,143.79,0.96,15.71,10,8,149.45,0.96,2384,2471,509,6,4,13.16,16.64,0.54,8.02,-0.74,0.86,1.12,145.27,141.57,5,3,9.63,276.97,-0.44,0.8,0.9,0.29,64.35
Alina Kashlinskaya,143.31,0.85,24.31,10,6,153.05,0.82,2490,2502,473,6,4,11.49,22.06,0.75,41.42,-0.77,0.75,1.01,144.65,141.3,3.5,2.5,8.54,486.53,-0.24,1.42,1.19,0.56,1715.21
Bella Khotenashvili,142.24,0.78,27.89,10,6.5,154.7,0.84,2432,2313,490,6,4,9.74,21.12,0.64,102.47,-0.83,0.56,1.1,151.37,128.55,4.5,2,7.79,446.11,-0.16,1.3,1.14,0.41,10500.7
Antoaneta Stefanova,142.06,0.75,20.1,10,6.5,158.35,0.64,2416,2424,438,5,5,8.66,24.83,0.71,27.3,-0.84,0.63,0.86,144.66,139.46,3.5,3,7.46,616.31,0.04,1.78,1.34,0.5,745.48
Elina Danielian,141.87,1.01,45.27,10,7.5,153.25,1.04,2393,2492,456,5,5,14.33,20.16,0.72,74.96,-0.85,0.97,1.05,147.48,136.26,5,2.5,10.08,406.44,-0.23,1.18,1.09,0.51,5619.75
Davaademberel Nomin-Erdene,141.65,0.92,52.57,10,6,154.1,0.88,2319,2315,503,4,6,13.02,25.13,0.66,85.3,-0.86,0.63,1.12,156.9,131.48,3.5,2.5,9.22,631.3,-0.18,1.84,1.36,0.44,7275.65
Nino Batsiashvili,141.6,0.85,17.22,10,8,156.7,0.5,2461,2478,537,5,5,13.12,25.33,0.95,19.11,-0.86,1.07,0.63,134.04,149.16,4,4,8.47,641.68,-0.05,1.87,1.37,0.91,365.32
Deimante Daulyte-Cornette,141.54,0.79,65.99,10,6,157,0.44,2369,2400,474,4,6,13.08,25.77,0.75,127.75,-0.86,0.79,0.78,141.9,141.3,2.5,3.5,7.87,664.34,-0.03,1.93,1.39,0.56,16320.32
Thanh Trang Hoang,140.72,0.92,58.37,10,7,153.5,0.94,2351,2377,473,4,6,10.72,23.41,0.61,104.58,-0.91,0.72,1.06,147.8,136,3.5,3.5,9.21,547.8,-0.22,1.59,1.26,0.37,10937.02
Stavroula Tsolakidou,140.03,0.92,51.67,10,6.5,153.1,0.7,2444,2386,490,5,5,12.3,33,0.9,123.73,-0.94,0.99,0.84,145.18,134.88,3.5,3,9.17,1089.2,-0.24,3.16,1.78,0.82,15309.05
Dinara Wagner,139.37,0.85,10.99,10,5,144.4,0.76,2452,2318,381,5,5,8.92,21.51,0.82,9.15,-0.98,1.14,0.56,135.58,143.16,3,2,8.5,462.78,-0.71,1.34,1.16,0.67,83.64
Sofiia Hryzlova,138.22,0.78,51.89,10,5,138.95,0.8,2188,2118,359,4,6,21.08,20.89,0.62,99.17,-1.04,0.55,0.92,147.88,131.78,2,3,7.75,436.59,-1,1.27,1.13,0.38,9834.15
Meruert Kamalidenova,137.96,0.86,50.67,10,5,153.8,0.77,2352,2296,482,4,6,13,26.96,0.76,83.2,-1.06,0.94,0.82,140.4,136.33,3,2,8.65,726.92,-0.2,2.11,1.45,0.57,6922.45
Teodora Injac,137.29,0.97,39.24,10,6,142.6,1.34,2425,2411,443,6,4,14.3,22.8,0.74,73.63,-1.09,1.14,0.7,135.93,139.32,3.5,2.5,9.67,519.94,-0.81,1.51,1.23,0.55,5421.16
Gunay Mammadzada,136.53,0.98,30.87,10,5,148.75,0.7,2433,2379,429,5,5,11.58,29.17,0.89,52.73,-1.14,0.61,1.35,145,128.06,2,3,9.8,850.84,-0.48,2.47,1.57,0.79,2780.26
Yuliia Osmak,136.43,0.92,41.3,10,5,154.65,0.75,2471,2385,492,6,4,10.41,28.9,0.72,83.54,-1.14,0.98,0.84,133.33,141.07,3,2,9.22,835.29,-0.16,2.42,1.56,0.52,6979.74
