Date,White,Black,Result,EngineName,EngineDetails
2024.05.11,Erigaisi Arjun,Carlsen,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.11,Carlsen,Keymer,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.11,Carlsen,Keymer,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.11,Carlsen,Keymer,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.11,Duda,Carlsen,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.11,Carlsen,Keymer,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.05.11,Carlsen,Giri,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.04,Carlsen,Vachier-Lagrave,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.04,Carlsen,Vachier-Lagrave,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.04,Carlsen,Vachier-Lagrave,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.04,Carlsen,Vachier-Lagrave,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.04,Vachier-Lagrave,Carlsen,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.04,Vachier-Lagrave,Carlsen,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.04,Vachier-Lagrave,Carlsen,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.12.04,Vachier-Lagrave,Carlsen,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Carlsen,Nepomniachtchi,1-0,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Fedoseev,Jobava,1-0,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Christiansen,Vidit,1/2-1/2,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Ganguly,Melkumyan,1/2-1/2,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Carlsen,Kasimdzhanov,1-0,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Movsesian,Carlsen,0-1,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Fedoseev,Kuzubov,1-0,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Carlsen,Anand,0-1,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.12.27,Svidler,Carlsen,1/2-1/2,Stockfish 271217 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.02,Mamedyarov,So,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.09.02,Dominguez Perez,Vachier-Lagrave,1/2-1/2,Stockfish 150122-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2021.10.03,Artemiev,Nakamura,0-1,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Radjabov,Mamedyarov,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Nakamura,Artemiev,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Nakamura,Artemiev,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Artemiev,Nakamura,1-0,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,So,Duda,1-0,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Duda,So,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Artemiev,Nakamura,0-1,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Aronian,Carlsen,1-0,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,So,Duda,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Mamedyarov,Radjabov,0-1,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Carlsen,Aronian,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Vachier-Lagrave,Giri,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.10.03,Aronian,Carlsen,1/2-1/2,Stockfish 120921-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2024.12.09,Ding,Gukesh D,1-0,Stockfish dev-20240910-69955b0c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.05.08,Carlsen,Nakamura,1/2-1/2,Stockfish 180419-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.05.08,Nepomniachtchi,Carlsen,0-1,Stockfish 180419-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.04.09,Nepomniachtchi,Ding,1/2-1/2,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.23,Hansen,Esipenko,0-1,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.23,Artemiev,Ding,1-0,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.23,Le,Carlsen,1/2-1/2,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.23,Carlsen,Le,1-0,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.02.23,Ding,Artemiev,1-0,Stockfish 150122-asn,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.04.21,Ding,Nepomniachtchi,1/2-1/2,Stockfish dev-20230409-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.06.06,Anand,Caruana,0-1,Stockfish 050618-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.06.06,Carlsen,Mamedyarov,1/2-1/2,Stockfish 050618-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.01.27,Carlsen,Matlakov,1-0,Stockfish 150118 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Kovalev,Grischuk,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Tomashevsky,Carlsen,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Yudin,Harikrishna,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Duda,Van Foreest,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Vokhidov,Rakhmanov,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Gurel,Tari,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Khusnutdinov,Jobava,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Damjanovic,Tari,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Hovhannisyan,Yudin,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Tari,Kostenko,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Narayanan,Burmakin,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Narayanan.S.L,Khusnutdinov,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Shankland,Petrosyan,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Caruana,Shimanov,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Christiansen,Bluebaum,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Donchenko,Giri,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Abdilkhair,Shishkov,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Pantsulaia,Anton Guijarro,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Yudin,Martirosyan,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Nesterov,Vallejo Pons,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Tari,Batsuren,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Begmuratov,Postlmayer,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Tomashevsky,Nesterov,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Durarbayli,Sapenov,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Adly,Bilguun,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Amilal Munkhdalai,Hovhannisyan,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Korelskiy,Sindarov,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Burmakin,Maze,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Burmakin,Maze,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Sargsyan,Dragnev,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Cheng,Korelskiy,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Gharibyan,Indjic,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Moiseenko,Suleymenov,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Aravindh,Le,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Petrosyan,Abdilkhair,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Yu,Nihal Sarin,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Urazayev,Fedoseev,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Nepomniachtchi,Giri,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Carlsen,Abdusattorov,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Carlsen,Hansen,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Hambleton,Sapenov,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Caruana,Moiseenko,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Ter-Sahakyan,Carlsen,0-1,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Erigaisi Arjun,Carlsen,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Kobalia,Mamatov,1/2-1/2,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.12.26,Demchenko,Esipenko,1-0,Stockfish dev-20221226-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.06.19,Giri,Carlsen,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Kramnik,Carlsen,0-1,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Nakamura,Aronian,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Carlsen,Anand,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Nakamura,Carlsen,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Nakamura,Carlsen,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Caruana,Nakamura,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Caruana,Anand,1-0,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Carlsen,Caruana,0-1,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Topalov,Nakamura,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Carlsen,So,1-0,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Carlsen,Vachier-Lagrave,0-1,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Carlsen,Aronian,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Nakamura,Kramnik,1/2-1/2,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2016.06.19,Topalov,Carlsen,0-1,Stockfish 220316 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Ivy Bridge-EP"
2017.09.03,Tari,Howell,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.09.03,Carlsen,Balogun,1-0,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.09.03,Nakamura,Mollah Abdullah,1-0,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.29,Nakamura,Ding,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.29,Ding,Nakamura,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.29,Carlsen,Nepomniachtchi,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.29,Caruana,Vachier-Lagrave,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.29,Ding,Nakamura,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.29,Nakamura,Ding,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.29,Ding,Nakamura,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.29,Vachier-Lagrave,Caruana,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.04.15,Artemiev,Caruana,0-1,,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.10.29,Carlsen,Caruana,1-0,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.10.29,Caruana,Carlsen,0-1,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.10.29,Nepomniachtchi,So,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.10.29,Carlsen,Caruana,1/2-1/2,Stockfish 261019-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.11,Ahn,Tari,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.11.22,Carlsen,Caruana,1/2-1/2,,"main analysis: 16x2.2GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.13,Avila Pavas,Tari,1/2-1/2,Stockfish dev-20240910-69955b0c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.13,Christiansen,Cardoso Cardoso,1-0,Stockfish dev-20240910-69955b0c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.13,Garcia Pantoja,Carlsen,0-1,Stockfish dev-20240402-3af8754c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Niemann,Nakamura,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Niemann,Nakamura,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Niemann,Nakamura,1/2-1/2,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Niemann,Nakamura,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Niemann,Nakamura,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Niemann,Nakamura,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Niemann,Nakamura,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Nakamura,Niemann,1-0,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Carlsen,Niemann,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.09.07,Niemann,Nakamura,0-1,Stockfish dev-20240207-5bac134c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
