Date,White,Black,Result,EngineName,EngineDetails
2023.12.27,Madaminov,Sadhwani,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Esipenko,Vokhidov,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Amar,Song,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Sadhwani,Pingin,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Ohanyan,Drazic,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Asadli,Duda,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Niemann,Petrov,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Ganguly,Zhalmakhanov,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Van Foreest,Chigaev,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Vidit,Carlsen,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Averin,Dreev,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Xie,Rojas Salas,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Van Foreest,Vakhidov,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Xiu,Nogerbek,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Abdusattorov,Lysyj,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Isanzhulov,Piorun,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Chinguun,Christiansen,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Grebnev,Guseinov,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Akhmedov,Terry,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Dardha,Abdusattorov,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Sanal,Haldorsen,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Petrov,Iturrizaga Bonelli,0-1,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Cheparinov,Vidit,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Guseinov,Bilguun,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Jumabayev,Bakhrillaev,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Carlsen,Erigaisi Arjun,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Artemiev,Tari,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Yu,Carlsen,1/2-1/2,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2023.12.27,Tari,Grebnev,1-0,Stockfish dev-20231225-bc4ec15d-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.09.02,Urkedal,Kett,1-0,,"main analysis: 8x2.2GHz Broadwell-EP, multi-PV search: 4x3.1GHz Haswell"
2016.09.02,Strugnell,Tari,0-1,Stockfish 300816 64 BMI2,"main analysis: 16x2.4GHz Haswell-EP, multi-PV search: 4x3.3GHz Haswell"
2016.09.02,Hammer,Jones,1/2-1/2,Stockfish 300816 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Haswell-EP"
2020.05.23,Nakamura,Aronian,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.05.23,Aronian,Nakamura,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.05.23,Aronian,Nakamura,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.05.23,Aronian,Nakamura,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.05.23,Nakamura,Aronian,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,Carlsen,Anand,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,Kaasen,Hammer,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,Anand,Vachier-Lagrave,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,Jobava,Giri,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,So,Aronian,1-0,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,Aronian,Vachier-Lagrave,1-0,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,Nepomniachtchi,Carlsen,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,Ivanchuk,So,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.30,Giri,Carlsen,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Topalov,Grischuk,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Carlsen,Topalov,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Caruana,Nakamura,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Karjakin,Grischuk,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Nakamura,Karjakin,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Carlsen,Karjakin,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Carlsen,Karjakin,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Vachier-Lagrave,Carlsen,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Vachier-Lagrave,Carlsen,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Karjakin,Bacrot,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Karjakin,Vachier-Lagrave,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Carlsen,Grischuk,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Carlsen,Nakamura,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Mamedyarov,Carlsen,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Carlsen,Caruana,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,Bacrot,Carlsen,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.24,So,Carlsen,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.08.09,Nakamura,Aronian,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.08.09,Carlsen,Nakamura,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.08.09,Svidler,Carlsen,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.07.30,Navara,Georgiadis,1/2-1/2,Stockfish 090718-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.07.30,Svidler,Carlsen,1/2-1/2,Stockfish 090718-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.07.24,Carlsen,Svidler,1/2-1/2,Stockfish 090718-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.06.13,Carlsen,Yu,1-0,Stockfish 180419-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Carlsen,Ding,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Ding,Carlsen,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Carlsen,Ding,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Ding,Carlsen,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Carlsen,Ding,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Ding,Carlsen,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Ding,Carlsen,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Carlsen,Ding,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Ding,Carlsen,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Giri,Carlsen,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Carlsen,Ding,1-0,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Ding,Carlsen,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Carlsen,Ding,1/2-1/2,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.11.14,Ding,Carlsen,0-1,Stockfish 280617 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.01.27,Giri,Carlsen,1/2-1/2,Stockfish 261218-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.11.13,Nihal Sarin,Carlsen,1/2-1/2,Stockfish dev-20240910-69955b0c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2024.11.13,Carlsen,Vidit,1-0,Stockfish dev-20240910-69955b0c-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.06.12,Yu,Aronian,1/2-1/2,Stockfish 180419-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.06.12,Caruana,Anand,1/2-1/2,Stockfish 180419-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.06.12,Ding,Mamedyarov,1-0,Stockfish 180419-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.06.12,So,Carlsen,1/2-1/2,Stockfish 180419-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2019.06.12,So,Carlsen,1/2-1/2,Stockfish 180419-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.07.31,Mamedyarov,Carlsen,1-0,Stockfish 090718-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Carlsen,Vachier-Lagrave,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Karjakin,Nakamura,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Carlsen,Vachier-Lagrave,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Mamedyarov,Karjakin,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Nakamura,Carlsen,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Carlsen,Mamedyarov,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Carlsen,Mamedyarov,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Karjakin,Topalov,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Nakamura,Caruana,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Karjakin,Carlsen,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Mamedyarov,Nakamura,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Carlsen,So,1-0,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Topalov,Carlsen,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2017.06.25,Grischuk,Carlsen,1/2-1/2,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2016.09.03,Tari,Rahman,1-0,Stockfish 300816 64 BMI2,"main analysis: 16x2.4GHz Haswell-EP, multi-PV search: 4x3.2GHz Haswell"
2016.09.03,Zatonskih,Hagesather,1/2-1/2,Stockfish 300816 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Haswell-EP"
2016.09.03,Murshed,Urkedal,1-0,,"main analysis: 16x2.2GHz Broadwell-EP, multi-PV search: 4x3.1GHz Haswell"
2016.09.03,Dolzhikova,Paikidze,0-1,Stockfish 300816 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Haswell-EP"
2016.09.03,Machlik,Nemcova,1/2-1/2,Stockfish 300816 64 BMI2,"main analysis: 16x2.4GHz Haswell-EP, multi-PV search: 4x3.3GHz Haswell"
2016.09.03,Carlsen,Hossain,1-0,Stockfish 300816 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Haswell-EP"
2016.09.03,Krush,Sahl,1/2-1/2,Stockfish 300816 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 16x2.3GHz Haswell-EP"
2016.09.03,Mollah Abdullah,Hammer,1/2-1/2,Stockfish 300816 64 BMI2,"main analysis: 16x2.4GHz Haswell-EP, multi-PV search: 4x3.3GHz Haswell"
2021.04.29,Nakamura,Mamedyarov,1-0,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.04.29,Mamedyarov,Nakamura,1-0,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.04.29,Carlsen,Radjabov,1/2-1/2,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.04.29,Aronian,Carlsen,1/2-1/2,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.04.29,Nakamura,Mamedyarov,1-0,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.04.29,Carlsen,Aronian,1/2-1/2,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.04.29,Carlsen,Aronian,1-0,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.03.20,Giri,Nepomniachtchi,1/2-1/2,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.03.20,So,Carlsen,1/2-1/2,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.03.20,Carlsen,So,1-0,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.03.20,Carlsen,So,1/2-1/2,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.03.20,Nepomniachtchi,Giri,1/2-1/2,Stockfish 140321-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2018.10.15,Tari,Swinkels,1-0,Stockfish 270818-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2018.10.15,Carlsen,Donchenko,1/2-1/2,Stockfish 270818-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2021.08.29,Dominguez Perez,Carlsen,1/2-1/2,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.08.29,Carlsen,Mamedyarov,1/2-1/2,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.08.29,Hansen,Vidit,1/2-1/2,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.08.29,Carlsen,Naroditsky,1-0,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.08.29,Hansen,Carlsen,0-1,,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.08.29,Carlsen,Vachier-Lagrave,1-0,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.08.29,Vidit,Naroditsky,1/2-1/2,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.08.29,Carlsen,Fedoseev,1-0,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.08.29,Giri,Duda,1/2-1/2,Stockfish 160721-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2017.04.20,Meier,Carlsen,0-1,Stockfish 201116 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2021.01.19,Carlsen,Tari,1/2-1/2,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.19,Van Foreest,Carlsen,1/2-1/2,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.19,Vachier-Lagrave,Anton Guijarro,1/2-1/2,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2021.01.19,Tari,Firouzja,1/2-1/2,Stockfish 281220-asn,"main analysis: 16x4.2GHz Zen 3, multi-PV search: 20x2.3GHz Haswell-EP"
2020.07.27,Ding,Giri,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.27,Svidler,Carlsen,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.27,Ivanchuk,Kramnik,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.27,Carlsen,Svidler,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.27,Nepomniachtchi,Leko,1-0,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.27,Carlsen,Svidler,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.27,Gelfand,Anand,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.27,Kramnik,Ivanchuk,0-1,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2020.07.27,Svidler,Carlsen,1/2-1/2,Stockfish 280420-asn 64 BMI2,"main analysis: 20x2.3GHz Haswell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.14,So,Carlsen,1/2-1/2,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.14,Carlsen,So,1-0,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
2022.11.14,Praggnanandhaa,Mamedyarov,0-1,Stockfish 091022-asn,"main analysis: 28x2.4GHz Broadwell-EP, multi-PV search: 18x2.2GHz Broadwell-EP"
